entry_id,meeting_date,body,topic,topic_other_label,attempt_type,deliberation,what_was_tried,outcome,evidence_quote,minutes_section,confidence
select_board_2021-04-07_seq-005,2021-04-07,select_board,structural_deficit_reserves,,vote,routine,"Approved $250,000 appropriation to the Stabilization Fund for FY2022.",Approved 3-0.,"Motion made and seconded to approve $250,000.00 for Other Post-Employment Benefits and $250,000 for Stabilization Fund for a total operating budget of $500,000.00.",Budgets: Other Post-Employment Benefits/Stabilization,high
select_board_2021-04-07_seq-006,2021-04-07,select_board,staffing_fte_bargaining,,vote,routine,"Approved Workers Compensation FY2022 budget of $360,000 and $37,169 for 111F Injury Leave Fund.",Approved 3-0.,"Motion made and seconded to approve $360,000.00 for Workmen’s Compensation and $37,169.00 for 111F Injury Leave Fund for a total operating budget of $397,169.00.",Budgets: Workers Compensation,medium
select_board_2021-02-12_seq-001,2021-02-12,select_board,structural_deficit_reserves,,proposal,discussed,"Town Administrator presented the projected FY22 financial status, stating the Town's historical reliance on free cash to support the operating budget is no longer sustainable and that difficult decisions will be needed for FY22 and beyond to ensure fiscal stability.",Presentation received; no vote taken. Administrator indicated the Town will continue to take proactive steps to ensure future fiscal stability.,"The Town's historical reliance on free cash to support the operating budget is no longer sustainable. While the Town is currently in good financial health, difficult decisions will need to be made for FY22 and beyond to ensure continued fiscal stability.","Financial Status of the Town, FY21",high
select_board_2020-11-18_seq-001,2020-11-18,select_board,revenue_diversification,,vote,discussed,"Held public hearing on FY2021 tax classification; voted not to adopt the residential exemption, not to adopt the small commercial exemption, not to adopt the open space discount, and to adopt a single tax rate factor of 1 (all parcels levied at 100%).","All four motions passed unanimously 4-0; single tax rate adopted, no exemptions adopted.","Motion made and seconded to adopt a single rate factor of 1, all parcels to be levied at 100%. Moved by Mr. Nye, seconded by Mr. Grader. On a polled vote the Board voted as follows: Mr. Nye, in favor; Mr. Grader, in favor; Mr. Depew, in favor; Mrs. Belf-Becker, in favor.",Board of Assessors - Public Hearing - Classification Tax Allocation FY2021,high
select_board_2020-11-18_seq-002,2020-11-18,select_board,staffing_fte_bargaining,,vote,routine,"Designated Town Administrator Jason Silva as the Board's representative for collective bargaining negotiations with the Firefighters (IAFF Local 2043), Police Union (MASSCOPS Local 437), and Municipal Employees Union (Local 1776) for successor agreements effective July 1, 2021.",Motion passed unanimously 4-0.,"Motion made and seconded that the Marblehead Board of Selectmen designate Jason Silva, Town Administrator, as the Board's representative to enter into collective bargaining negotiations pursuant to Massachusetts General Laws, Chapter 150E, with the Town's respective Unions, namely the Marblehead Firefighters, IAFF, Local 2043, the Marblehead Police Union, MASSCOPS, Local 437, and the Marblehead Municipal Employees Union, Local 1776, regarding successor collective bargaining agreements effective July 1, 2021.",Collective Bargaining,high
select_board_2020-11-18_seq-003,2020-11-18,select_board,staffing_fte_bargaining,,vote,routine,"Designated Town Administrator Jason Silva to serve, participate, and vote as a member of the School Committee for collective bargaining purposes under M.G.L. Ch. 150E in accordance with the Massachusetts Education Reform Act.",Motion passed unanimously 4-0.,"Motion made and seconded that in accordance with the Massachusetts Education Reform Act, the Marblehead Board of Selectmen designate Jason Silva, Town Administrator, to serve, participate and vote as a member of the Marblehead School Committee for collective bargaining purposes as set forth in Massachusetts General Laws, Chapter 150E.",Collective Bargaining - Marblehead School Committee,high
select_board_2020-11-18_seq-004,2020-11-18,select_board,capital_facilities_debt,,vote,routine,Approved Amendment No. 2 to the Contract for Project Management Services for the Gerry School (90% CD submission credit).,Motion passed unanimously 4-0.,"Motion made and seconded to approve the Contract for Project Management Services, Amendment No. 2 – 90% CD submission credit, as presented, and authorize the Chair to sign on behalf of the Board.",Contract - Gerry School - Project Management Services - Amend,medium
select_board_2020-11-18_seq-005,2020-11-18,select_board,capital_facilities_debt,,vote,routine,Amended the contract for Designer Services for the Gerry School project.,Motion passed unanimously 4-0.,"Motion made and seconded to amend the contract for Designer Services as presented, and authorize the Chair to sign on behalf of the Board.",Contract - Gerry School - Designer Services - Amend,medium
select_board_2020-10-08_seq-001,2020-10-08,select_board,structural_deficit_reserves,,warrant_article,routine,Voted to support Article 31 - Stabilization Account on the 2020 Special Town Meeting Warrant.,Approved unanimously by polled vote (4-0).,"Motion made and seconded to support Article 31 -Stabilization Account. Moved by Mr. Nye, seconded by Mr. Grader. On a polled vote the Board voted as follows: Mr. Grader, in favor; Mr. Depew, in favor; Mr. Nye, in favor; Mrs. Belf-Becker, in favor",2020 Special Town Meeting Warrant Articles - Article 31,medium
select_board_2020-10-08_seq-002,2020-10-08,select_board,governance_organizational,,warrant_article,routine,Voted to support Article 21 reducing the Council on Aging board membership from 9 to 7 members.,Approved unanimously by polled vote (4-0).,"Motion made and seconded to support Article 21 - Council on Aging – Reduce Number of Board Members from 9 to 7. Moved by Mr. Nye, seconded by Mr. Grader. On a polled vote the Board voted as follows: Mr. Grader, in favor; Mr. Depew, in favor; Mr. Nye, in favor; Mrs. Belf-Becker, in favor",2020 Special Town Meeting Warrant Articles - Article 21,medium
select_board_2020-10-08_seq-003,2020-10-08,select_board,revenue_diversification,,warrant_article,routine,Voted to support Article 12 increasing the parking ticket fee for snow emergency violations.,Approved unanimously by polled vote (4-0).,"Motion made and seconded to support Article 12 - Parking Tickets – Increased Fee for Snow Emergency. Moved by Mr. Nye, seconded by Mr. Grader. On a polled vote the Board voted as follows: Mr. Grader, in favor; Mr. Depew, in favor; Mr. Nye, in favor; Mrs. Belf-Becker, in favor",2020 Special Town Meeting Warrant Articles - Article 12,medium
select_board_2020-09-23_seq-001,2020-09-23,select_board,staffing_fte_bargaining,,study,discussed,"Amended the contract with GovHR USA for the Town's classification study, extending the completion date to December 31, 2020.",Approved unanimously on a polled vote.,"Motion made and seconded to amend the contract between Gov HR USA for the classification study by extending the date of completion until December 31, 2020 and authorize the Chair to sign the amendment on behalf of the Board.",CONTRACT. GovHR USA. Classification Study.,medium
select_board_2020-09-23_seq-002,2020-09-23,select_board,special_ed_collaborative,,warrant_article,discussed,"Inserted Article 9 (Transfer Funds to the Special Education Stabilization Account) into the warrant for the October 17, 2020 Special Town Meeting.",Warrant opened and article inserted; unanimously approved on a polled vote.,"Motion made and seconded to open the Warrant for the October 17, 2020 Special Town Meeting and insert the following articles, noting that the Board will seek to Indefinitely Postpone many articles: ... Article 9 Transfer Funds to the Special Education Stabilization Account",2020 SPECIAL TOWN MEETING. Open/Close Warrant. Article 9,high
select_board_2020-09-23_seq-003,2020-09-23,select_board,revenue_diversification,,warrant_article,discussed,"Inserted Article 22 (Hotel Tax) into the warrant for the October 17, 2020 Special Town Meeting.",Warrant opened and article inserted; unanimously approved on a polled vote.,"Motion made and seconded to open the Warrant for the October 17, 2020 Special Town Meeting and insert the following articles, noting that the Board will seek to Indefinitely Postpone many articles: ... Article 22 Hotel Tax",2020 SPECIAL TOWN MEETING. Open/Close Warrant. Article 22,high
select_board_2020-09-23_seq-004,2020-09-23,select_board,revenue_diversification,,warrant_article,discussed,"Inserted Article 23 (Meals Tax) into the warrant for the October 17, 2020 Special Town Meeting.",Warrant opened and article inserted; unanimously approved on a polled vote.,"Motion made and seconded to open the Warrant for the October 17, 2020 Special Town Meeting and insert the following articles, noting that the Board will seek to Indefinitely Postpone many articles: ... Article 23 Meals Tax",2020 SPECIAL TOWN MEETING. Open/Close Warrant. Article 23,high
select_board_2020-09-23_seq-005,2020-09-23,select_board,structural_deficit_reserves,,warrant_article,discussed,"Inserted Article 31 (Stabilization Account) into the warrant for the October 17, 2020 Special Town Meeting.",Warrant opened and article inserted; unanimously approved on a polled vote.,"Motion made and seconded to open the Warrant for the October 17, 2020 Special Town Meeting and insert the following articles, noting that the Board will seek to Indefinitely Postpone many articles: ... Article 31 Stabilization Account",2020 SPECIAL TOWN MEETING. Open/Close Warrant. Article 31,high
select_board_2020-09-23_seq-006,2020-09-23,select_board,governance_organizational,,warrant_article,discussed,"Inserted Article 21 (Council on Aging – Reduce Number of Board Members from 9 to 7) into the warrant for the October 17, 2020 Special Town Meeting.",Warrant opened and article inserted; unanimously approved on a polled vote.,Article 21 Council on Aging – Reduce Number of Board Members from 9 to 7,2020 SPECIAL TOWN MEETING. Open/Close Warrant. Article 21,medium
